"path","role_by_location","title","declared_status","authority_review"
"docs/research/records/r-140-quic-go-v0-62-c0-requalification.md","research-evidence","R-140 — Does `quic-go v0.62.0` preserve the maintained QUIC Carrier contract?","status: decided","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-141-publisher-early-supersession.md","research-evidence","R-141 — Publisher early supersession","status: decided; C0 retains expiry-gated successor pending a separately selected Authority-currentness topology","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-142-service-credential-renewal.md","research-evidence","R-142 — Service Credential renewal","status: decided; C0 retains explicit interactive issuance and no automatic renewal","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-143-source-tls-renewal.md","research-evidence","R-143 — Source TLS renewal and recovery","status: decided; C0 uses controlled restart and same-key leaf renewal only","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-144-headless-bootstrap-delivery.md","research-evidence","R-144 — Headless bootstrap delivery","status: decided; governed by ADR-0071","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-145-offline-enrollment-owner-contracts.md","research-evidence","R-145 — Offline enrollment owner contracts","status: decided; governed by ADR-0072","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-146-non-administrative-network-consensus.md","research-evidence","R-146 — Which governance model fits Ardents?","status: decided","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-147-contributor-resource-controls.md","research-evidence","R-147 — Which resource controls make personal-device contribution viable?","status: open","unresolved or deferred research; no selected decision"
"docs/research/records/r-148-shared-resource-contributor-benefits.md","research-evidence","R-148 — Which shared-resource benefit could motivate useful relay contribution?","status: open","unresolved or deferred research; no selected decision"
"docs/research/records/r-149-autonomy-transition.md","research-evidence","R-149 — How does Ardents reach autonomous public operation?","status: open","unresolved or deferred research; no selected decision"
"docs/research/records/r-149-voting-core-design.md","research-evidence","R-149 companion - participant selection and voting core","status: open","unresolved or deferred research; no selected decision"
"docs/research/records/r-149-voting-work-packages.md","research-evidence","R-149 companion - contracts and conditional work packages","status: draft-not-ready","unresolved or deferred research; no selected decision"
"docs/research/records/r-150-common-protection-baseline.md","research-evidence","R-150 — How should one common protection baseline guide development?","status: decided","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-151-privacy-anonymity-integration.md","research-evidence","R-151 — What must change to develop the successor privacy and anonymity scheme?","status: decided","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-152-closed-scheme-contract.md","research-evidence","R-152 — Is the selected closed scheme concrete enough for implementation?","status: completed","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-152-common-privacy-design.md","research-evidence","R-152 — Which privacy architecture fits useful ordinary Service work?","status: completed","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-153-bootstrap-child-restriction.md","research-evidence","R-153 — How does bootstrap restriction survive an opaque inner TLS channel?","status: completed","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-154-join-data-lane-transition.md","research-evidence","R-154 — How does an admitted Rendezvous JOIN become a data lane?","status: completed","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-155-retire-old-node-starts.md","research-evidence","R-155 — Which old starts retire while owned shutdown remains available?","status: completed","completed research evidence; current owner and ADR govern contract"
"docs/research/records/r-156-retire-name-operator-network-adapters.md","research-evidence","R-156 — How do old Name operator network commands retire without retiring Service Names?","status: completed","completed research evidence; current owner and ADR govern contract"
"docs/research/template.md","research-register","R-NNN — Question","status: open","research record template; no product authority"
"docs/security/threat-model.md","security-contract","Threat model","Status: **accepted claim registry and C0 audit input; no implementation qualified**","accepted threat and claim registry"
"docs/technical/alpha-control-transition.md","technical-owner","Alpha control transition contract","Status: **current project-controlled alpha control-transition contract.** This document describes","current alpha-control technical owner"
"docs/technical/application-confinement.md","technical-owner","Text-Service Application confinement","Status: **selected closed Ubuntu design**, for the Product Owner's","selected Ubuntu Application confinement contract"
"docs/technical/common-privacy-architecture.md","technical-owner","Common privacy architecture","Status: **selected successor construction** under","selected successor privacy design contract"
"docs/technical/endpoint-service-runtime.md","technical-owner","Endpoint and Service runtime","Status: **current maintained technical contract.** This document describes the","current Endpoint and Service technical owner"
"docs/technical/enrollment-verification.md","technical-owner","Closed-alpha enrollment verification","Status: **current maintained technical contract.** This document defines the","current enrollment verification technical owner"
"docs/technical/naming.md","technical-owner","Naming and private resolution","Status: **current maintained technical contract.** This document describes","current Naming technical owner; uncomposed modules flagged"
"docs/technical/network-route-node.md","technical-owner","Network State, Entry, Route, and Node","Status: **current maintained technical contract.** This document describes the","current Network State Route Node technical owner"
"docs/technical/private-admission.md","technical-owner","Private admission in the closed successor","Status: **closed-network design contract** for the","selected closed admission design contract"
"docs/technical/private-reachability.md","technical-owner","Private Target reachability","Status: **accepted private-reachability contract; the closed descriptor codec, Endpoint","accepted technical owner; installed v3 facts and retained generation-2 OHTTP/format facts share this file; read exact generation"
"docs/technical/protected-route-protocol.md","technical-owner","Protected forwarding protocol","Status: **closed successor design contract**; authenticated generation 3,","selected protected Route protocol contract"
"docs/technical/release-update-custody.md","technical-owner","Release, Update, and Authority Custody","Status: **current maintained technical contract.** The bounded Custody","current release and Custody technical owner"
"docs/technical/transit-grant-acquisition.md","technical-owner","Transit Grant acquisition","Status: **accepted contract; signer, owner-only issuer-root bootstrap,","accepted Transit Grant acquisition contract"
